"unique_ter_id","transect","nvisits","sp_name","sp_english","sp_code","pop_den","imperv","tcd","light","noise","veg_pca1","veg_pca2","ndvi","glcm","glcm_hmg"
"BE10_T_10_Cocorn","be10",3,"Corvus corone","Hooded Crow","Cocorn",155.542609035969,59.0504866504669,15.92,19.0605766296387,48.3394202041626,-555.478491396904,1569.37122600555,0.177532372031419,0.590251561850309,0.357146130017936
"BE10_T_10_Copalu","be10",4,"Columba palumbus","Common Wood Pigeon","Copalu",156.990029230714,61.0765454483032,8.62,20.2989635467529,50.1430781555176,1.50530247688293,1614.60211322188,0.148494197820837,0.569396874457598,0.422792711481452
"BE10_T_10_Pamajo","be10",2,"Parus major","Great Tit","Pamajo",217.780732348561,68.0343577003479,6.61,20.0984292984009,50.0159656524658,82.1419134366512,2015.8486844492,0.0966633078742598,0.534506248906255,0.591367176920176
"BE10_T_10_Tumeru","be10",1,"Turdus merula","Common Blackbird","Tumeru",255.893417775631,59.5790124893188,8.15,17.6067804336548,46.4988954544067,35.1641020353604,1359.1349389863,0.161836695512611,0.58142812423408,0.414098277501762
"BE10_T_11_Copalu","be10",3,"Columba palumbus","Common Wood Pigeon","Copalu",144.949006779119,79.0147761106491,4.72,18.2137683868408,64.5490965652466,-587.099846759438,2486.97895219803,0.0429906004455552,0.500262499153614,0.504060387611389
"BE10_T_11_Tumeru","be10",3,"Turdus merula","Common Blackbird","Tumeru",281.412926971912,55.5342319297791,6.46,17.822473526001,45.0464172363281,-504.007450999022,1427.38247779846,0.182313045455958,0.586131249368191,0.430431487597525
"BE10_T_12_Copalu","be10",2,"Columba palumbus","Common Wood Pigeon","Copalu",170.242585476488,46.6383469986916,17.07,18.2349853515625,55.6221088409424,-597.184616526514,979.597514784336,0.253675092735066,0.636481250375509,0.263887289129198
"BE10_T_12_Tumeru","be10",2,"Turdus merula","Common Blackbird","Tumeru",219.204006679356,64.5592867851257,4.18,18.5752744674683,45.3288627243042,-453.946051112413,1536.23510448471,0.157251218197562,0.573025000914931,0.411191021874547
"BE10_T_13_Copalu","be10",2,"Columba palumbus","Common Wood Pigeon","Copalu",202.267180368304,56.5813012266159,8.38,19.0605766296387,50.0400730895996,-11.2876847463846,1400.44234841347,0.188781693772762,0.596507813483477,0.334442190676928
"BE10_T_13_Tumeru","be10",4,"Turdus merula","Common Blackbird","Tumeru",219.204006679356,64.5592867851257,4.18,18.5752744674683,45.3288627243042,-453.946051112413,1536.23510448471,0.157251218197562,0.573025000914931,0.411191021874547
"BE10_T_14_Copalu","be10",3,"Columba palumbus","Common Wood Pigeon","Copalu",202.851051539183,93.9769329452515,0,20.2989635467529,48.5337603759766,-818.642606289387,3281.73619522095,-0.0725434570571088,0.4284375,0.618915714584291
"BE10_T_14_Tumeru","be10",4,"Turdus merula","Common Blackbird","Tumeru",35.3609321117401,46.2987271881103,15.05,18.5752744674683,48.4992353820801,-66.4635858082771,391.353116590381,0.261902131342358,0.633850000277162,0.466657361015677
"BE10_T_15_Copalu","be10",2,"Columba palumbus","Common Wood Pigeon","Copalu",242.098130378872,72.4811504936218,4.19,20.2989635467529,50.7393816375732,-618.50538143158,2018.24936276436,0.11268509262125,0.546040624305606,0.419321678727865
"BE10_T_15_Tumeru","be10",1,"Turdus merula","Common Blackbird","Tumeru",258.230143051594,54.7380455684662,8.11,17.822473526001,44.5930040359497,-441.706760257483,1287.98338300109,0.199144989401648,0.604178125858307,0.4055300578475
"BE10_T_16_Copalu","be10",3,"Columba palumbus","Common Wood Pigeon","Copalu",218.165256237611,84.4319138908386,1.74,20.5917140960693,63.9899416732788,-589.283921632916,2680.65388413429,0.0143412286155217,0.486425000727177,0.435598823316395
"BE10_T_16_Tumeru","be10",3,"Turdus merula","Common Blackbird","Tumeru",199.046923112124,70.2360040664673,1.58,19.6744680404663,45.7770087814331,-402.666570246518,1637.09272345543,0.150422459586407,0.570624998286366,0.46778931196779
"BE10_T_17_Copalu","be10",2,"Columba palumbus","Common Wood Pigeon","Copalu",221.479705870152,67.9560965061188,4.19,21.2364778518677,51.458978767395,-357.633258945942,1869.88973726392,0.138300453245902,0.562734373956919,0.305334276258945
"BE10_T_17_Tumeru","be10",3,"Turdus merula","Common Blackbird","Tumeru",131.843004602939,79.0008835220337,2.17,23.6124366760254,51.1321236801147,406.864491204023,2171.66412063122,0.0755787048500497,0.516995312944055,0.538901723250747
"BE10_T_18_Copalu","be10",2,"Columba palumbus","Common Wood Pigeon","Copalu",157.655659405515,81.8292863988876,1.72,22.7179489135742,63.1189978790283,-101.156543019414,2594.54021372557,0.0265928542714028,0.492099999859929,0.466768123172224
"BE10_T_18_Tumeru","be10",2,"Turdus merula","Common Blackbird","Tumeru",219.61688695848,61.4686344432831,12.17,22.7179489135742,52.6940816879272,-875.400337384045,1888.96102769196,0.152438644906542,0.569220313802361,0.304651162102819
"BE10_T_19_Tumeru","be10",1,"Turdus merula","Common Blackbird","Tumeru",221.479705870152,67.9560965061188,4.19,21.2364778518677,51.458978767395,-357.633258945942,1869.88973726392,0.138300453245902,0.562734373956919,0.305334276258945
"BE10_T_1_Cacard","be10",1,"Carduelis carduelis","European Goldfinch","Cacard",221.479705870152,67.9560965061188,4.19,21.2364778518677,51.458978767395,-357.633258945942,1869.88973726392,0.138300453245902,0.562734373956919,0.305334276258945
"BE10_T_1_Chchlo","be10",1,"Chloris chloris","European greenfinch","Chchlo",219.204006679356,64.5592867851257,4.18,18.5752744674683,45.3288627243042,-453.946051112413,1536.23510448471,0.157251218197562,0.573025000914931,0.411191021874547
"BE10_T_1_Cocorn","be10",3,"Corvus corone","Hooded Crow","Cocorn",127.895109850913,63.6254200458527,5.76,16.2656490325928,47.7491981124878,168.505277125835,1572.8570319438,0.14256245965109,0.566176562681794,0.403251507245004
"BE10_T_1_Coglan","be10",1,"Garrulus glandarius","Eurasian Jay","Coglan",169.262688808143,58.71929895401,9.66,17.6658973693848,47.5452405166626,-194.736253559589,1632.16281051874,0.15922014654614,0.570198437049985,0.402351747006178
"BE10_T_1_Colivi","be10",2,"Columba livia","Feral pigeons","Colivi",74.2505430690944,98.7710348129272,0,21.0476516723633,68.6234546279907,1253.28410995483,3358.95642723083,-0.122344689773308,0.396989062167704,0.646906090117991
"BE10_T_1_Copalu","be10",3,"Columba palumbus","Common Wood Pigeon","Copalu",127.895109850913,63.6254200458527,5.76,16.2656490325928,47.7491981124878,168.505277125835,1572.8570319438,0.14256245965109,0.566176562681794,0.403251507245004
"BE10_T_1_Pacaer","be10",2,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",191.059020400047,33.7602319264412,31.15,17.6658973693848,48.6443907928467,-580.196540404186,423.579131087661,0.319867384751778,0.67533437512815,0.364196953438222
"BE10_T_1_Pamajo","be10",1,"Parus major","Great Tit","Pamajo",169.262688808143,58.71929895401,9.66,17.6658973693848,47.5452405166626,-194.736253559589,1632.16281051874,0.15922014654614,0.570198437049985,0.402351747006178
"BE10_T_1_Pipica","be10",1,"Pica pica","Eurasian Magpie","Pipica",106.038051523268,78.6612952041626,3.88,17.6658973693848,64.0523922729492,-225.28361299336,2297.90563012123,0.0576606562134111,0.507728125080466,0.475964525304735
"BE10_T_1_Stvulg","be10",1,"Sturnus vulgaris","Common Starling","Stvulg",170.242585476488,46.6383469986916,17.07,18.2349853515625,55.6221088409424,-597.184616526514,979.597514784336,0.253675092735066,0.636481250375509,0.263887289129198
"BE10_T_1_Syatri","be10",1,"Sylvia atricapilla","Eurasian Blackcap","Syatri",313.548488840461,52.9639745616913,14.19,16.2656490325928,44.37912109375,-523.164747450948,1702.63826929092,0.157901932700479,0.577564062252641,0.348296793084592
"BE10_T_1_Sycurr","be10",2,"Sylvia curruca","Lesser whitethroat","Sycurr",255.893417775631,59.5790124893188,8.15,17.6067804336548,46.4988954544067,35.1641020353604,1359.1349389863,0.161836695512611,0.58142812423408,0.414098277501762
"BE10_T_1_Tumeru","be10",2,"Turdus merula","Common Blackbird","Tumeru",191.059020400047,33.7602319264412,31.15,17.6658973693848,48.6443907928467,-580.196540404186,423.579131087661,0.319867384751778,0.67533437512815,0.364196953438222
"BE10_T_20_Tumeru","be10",4,"Turdus merula","Common Blackbird","Tumeru",218.165256237611,84.4319138908386,1.74,20.5917140960693,63.9899416732788,-589.283921632916,2680.65388413429,0.0143412286155217,0.486425000727177,0.435598823316395
"BE10_T_21_Tumeru","be10",2,"Turdus merula","Common Blackbird","Tumeru",242.098130378872,72.4811504936218,4.19,20.2989635467529,50.7393816375732,-618.50538143158,2018.24936276436,0.11268509262125,0.546040624305606,0.419321678727865
"BE10_T_22_Tumeru","be10",2,"Turdus merula","Common Blackbird","Tumeru",231.179572705179,63.707183637619,7.03,20.2989635467529,46.3856761169434,-897.800882117748,1658.77778532505,0.168076213168388,0.584082812666893,0.368705685418099
"BE10_T_23_Tumeru","be10",4,"Turdus merula","Common Blackbird","Tumeru",202.267180368304,56.5813012266159,8.38,19.0605766296387,50.0400730895996,-11.2876847463846,1400.44234841347,0.188781693772762,0.596507813483477,0.334442190676928
"BE10_T_24_Tumeru","be10",4,"Turdus merula","Common Blackbird","Tumeru",170.242585476488,46.6383469986916,17.07,18.2349853515625,55.6221088409424,-597.184616526514,979.597514784336,0.253675092735066,0.636481250375509,0.263887289129198
"BE10_T_25_Tumeru","be10",2,"Turdus merula","Common Blackbird","Tumeru",170.242585476488,46.6383469986916,17.07,18.2349853515625,55.6221088409424,-597.184616526514,979.597514784336,0.253675092735066,0.636481250375509,0.263887289129198
"BE10_T_26_Tumeru","be10",2,"Turdus merula","Common Blackbird","Tumeru",100.922686662525,57.1369896316528,13.55,18.9809169769287,56.1136386108398,47.7048665744066,1285.39676054478,0.168293253435422,0.581346875354648,0.541935744807124
"BE10_T_27_Tumeru","be10",4,"Turdus merula","Common Blackbird","Tumeru",155.542609035969,59.0504866504669,15.92,19.0605766296387,48.3394202041626,-555.478491396904,1569.37122600555,0.177532372031419,0.590251561850309,0.357146130017936
"BE10_T_2_Chchlo","be10",1,"Chloris chloris","European greenfinch","Chchlo",221.479705870152,67.9560965061188,4.19,21.2364778518677,51.458978767395,-357.633258945942,1869.88973726392,0.138300453245902,0.562734373956919,0.305334276258945
"BE10_T_2_Cocorn","be10",3,"Corvus corone","Hooded Crow","Cocorn",255.893417775631,59.5790124893188,8.15,17.6067804336548,46.4988954544067,35.1641020353604,1359.1349389863,0.161836695512611,0.58142812423408,0.414098277501762
"BE10_T_2_Copalu","be10",4,"Columba palumbus","Common Wood Pigeon","Copalu",169.262688808143,58.71929895401,9.66,17.6658973693848,47.5452405166626,-194.736253559589,1632.16281051874,0.15922014654614,0.570198437049985,0.402351747006178
"BE10_T_2_Pacaer","be10",3,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",144.460245594382,77.9923639678955,2.41,15.6655426025391,46.5736504745483,148.142290338278,2142.27827322751,0.0538013285413035,0.511690624207258,0.471396121457219
"BE10_T_2_Pamajo","be10",2,"Parus major","Great Tit","Pamajo",144.460245594382,77.9923639678955,2.41,15.6655426025391,46.5736504745483,148.142290338278,2142.27827322751,0.0538013285413035,0.511690624207258,0.471396121457219
"BE10_T_2_Pipica","be10",1,"Pica pica","Eurasian Magpie","Pipica",231.179572705179,63.707183637619,7.03,20.2989635467529,46.3856761169434,-897.800882117748,1658.77778532505,0.168076213168388,0.584082812666893,0.368705685418099
"BE10_T_2_Stvulg","be10",2,"Sturnus vulgaris","Common Starling","Stvulg",157.655659405515,81.8292863988876,1.72,22.7179489135742,63.1189978790283,-101.156543019414,2594.54021372557,0.0265928542714028,0.492099999859929,0.466768123172224
"BE10_T_2_Syatri","be10",1,"Sylvia atricapilla","Eurasian Blackcap","Syatri",219.204006679356,64.5592867851257,4.18,18.5752744674683,45.3288627243042,-453.946051112413,1536.23510448471,0.157251218197562,0.573025000914931,0.411191021874547
"BE10_T_2_Tumeru","be10",3,"Turdus merula","Common Blackbird","Tumeru",127.895109850913,63.6254200458527,5.76,16.2656490325928,47.7491981124878,168.505277125835,1572.8570319438,0.14256245965109,0.566176562681794,0.403251507245004
"BE10_T_3_Cocorn","be10",2,"Corvus corone","Hooded Crow","Cocorn",281.412926971912,55.5342319297791,6.46,17.822473526001,45.0464172363281,-504.007450999022,1427.38247779846,0.182313045455958,0.586131249368191,0.430431487597525
"BE10_T_3_Copalu","be10",2,"Columba palumbus","Common Wood Pigeon","Copalu",217.780732348561,68.0343577003479,6.61,20.0984292984009,50.0159656524658,82.1419134366512,2015.8486844492,0.0966633078742598,0.534506248906255,0.591367176920176
"BE10_T_3_Pacaer","be10",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",264.918219521642,60.2265697002411,6.22,17.6067804336548,45.3094582748413,179.288134999573,1329.56308710098,0.166872061787144,0.584021875485778,0.45343466848135
"BE10_T_3_Pamajo","be10",3,"Parus major","Great Tit","Pamajo",100.922686662525,57.1369896316528,13.55,18.9809169769287,56.1136386108398,47.7048665744066,1285.39676054478,0.168293253435422,0.581346875354648,0.541935744807124
"BE10_T_3_Pipica","be10",1,"Pica pica","Eurasian Magpie","Pipica",219.204006679356,64.5592867851257,4.18,18.5752744674683,45.3288627243042,-453.946051112413,1536.23510448471,0.157251218197562,0.573025000914931,0.411191021874547
"BE10_T_3_Tumeru","be10",2,"Turdus merula","Common Blackbird","Tumeru",127.895109850913,63.6254200458527,5.76,16.2656490325928,47.7491981124878,168.505277125835,1572.8570319438,0.14256245965109,0.566176562681794,0.403251507245004
"BE10_T_4_Cocorn","be10",2,"Corvus corone","Hooded Crow","Cocorn",219.204006679356,64.5592867851257,4.18,18.5752744674683,45.3288627243042,-453.946051112413,1536.23510448471,0.157251218197562,0.573025000914931,0.411191021874547
"BE10_T_4_Copalu","be10",1,"Columba palumbus","Common Wood Pigeon","Copalu",202.314535496756,66.1104905891418,2.17,20.0864231300354,45.5773725891113,-33.0801160956919,1810.82263664246,0.115139943480463,0.54902500025928,0.510002470910549
"BE10_T_4_Pacaer","be10",2,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",255.893417775631,59.5790124893188,8.15,17.6067804336548,46.4988954544067,35.1641020353604,1359.1349389863,0.161836695512611,0.58142812423408,0.414098277501762
"BE10_T_4_Pamajo","be10",1,"Parus major","Great Tit","Pamajo",281.412926971912,55.5342319297791,6.46,17.822473526001,45.0464172363281,-504.007450999022,1427.38247779846,0.182313045455958,0.586131249368191,0.430431487597525
"BE10_T_4_Pipica","be10",2,"Pica pica","Eurasian Magpie","Pipica",221.479705870152,67.9560965061188,4.19,21.2364778518677,51.458978767395,-357.633258945942,1869.88973726392,0.138300453245902,0.562734373956919,0.305334276258945
"BE10_T_4_Tumeru","be10",4,"Turdus merula","Common Blackbird","Tumeru",156.990029230714,61.0765454483032,8.62,20.2989635467529,50.1430781555176,1.50530247688293,1614.60211322188,0.148494197820837,0.569396874457598,0.422792711481452
"BE10_T_5_Cocorn","be10",1,"Corvus corone","Hooded Crow","Cocorn",35.3609321117401,46.2987271881103,15.05,18.5752744674683,48.4992353820801,-66.4635858082771,391.353116590381,0.261902131342358,0.633850000277162,0.466657361015677
"BE10_T_5_Copalu","be10",3,"Columba palumbus","Common Wood Pigeon","Copalu",320.890707075596,73.6115048408508,0.99,18.5752744674683,44.7942397689819,12.6807020246983,1715.78856305778,0.119550435288402,0.55065312474966,0.504411560595036
"BE10_T_5_Pacaer","be10",2,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",35.3609321117401,46.2987271881103,15.05,18.5752744674683,48.4992353820801,-66.4635858082771,391.353116590381,0.261902131342358,0.633850000277162,0.466657361015677
"BE10_T_5_Pamajo","be10",1,"Parus major","Great Tit","Pamajo",35.3609321117401,46.2987271881103,15.05,18.5752744674683,48.4992353820801,-66.4635858082771,391.353116590381,0.261902131342358,0.633850000277162,0.466657361015677
"BE10_T_5_Tumeru","be10",2,"Turdus merula","Common Blackbird","Tumeru",144.460245594382,77.9923639678955,2.41,15.6655426025391,46.5736504745483,148.142290338278,2142.27827322751,0.0538013285413035,0.511690624207258,0.471396121457219
"BE10_T_6_Cocorn","be10",3,"Corvus corone","Hooded Crow","Cocorn",258.230143051594,54.7380455684662,8.11,17.822473526001,44.5930040359497,-441.706760257483,1287.98338300109,0.199144989401648,0.604178125858307,0.4055300578475
"BE10_T_6_Copalu","be10",1,"Columba palumbus","Common Wood Pigeon","Copalu",281.412926971912,55.5342319297791,6.46,17.822473526001,45.0464172363281,-504.007450999022,1427.38247779846,0.182313045455958,0.586131249368191,0.430431487597525
"BE10_T_6_Pacaer","be10",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",202.267180368304,56.5813012266159,8.38,19.0605766296387,50.0400730895996,-11.2876847463846,1400.44234841347,0.188781693772762,0.596507813483477,0.334442190676928
"BE10_T_6_Pamajo","be10",3,"Parus major","Great Tit","Pamajo",202.314535496756,66.1104905891418,2.17,20.0864231300354,45.5773725891113,-33.0801160956919,1810.82263664246,0.115139943480463,0.54902500025928,0.510002470910549
"BE10_T_6_Tumeru","be10",1,"Turdus merula","Common Blackbird","Tumeru",137.058213844895,54.7943499851227,9.2,15.6655426025391,50.0834880828857,-299.887989859581,1332.22513318062,0.183039829457703,0.587332813069224,0.439346406832337
"BE10_T_7_Cocorn","be10",2,"Corvus corone","Hooded Crow","Cocorn",202.314535496756,66.1104905891418,2.17,20.0864231300354,45.5773725891113,-33.0801160956919,1810.82263664246,0.115139943480463,0.54902500025928,0.510002470910549
"BE10_T_7_Copalu","be10",4,"Columba palumbus","Common Wood Pigeon","Copalu",255.893417775631,59.5790124893188,8.15,17.6067804336548,46.4988954544067,35.1641020353604,1359.1349389863,0.161836695512611,0.58142812423408,0.414098277501762
"BE10_T_7_Pacaer","be10",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",155.542609035969,59.0504866504669,15.92,19.0605766296387,48.3394202041626,-555.478491396904,1569.37122600555,0.177532372031419,0.590251561850309,0.357146130017936
"BE10_T_7_Pamajo","be10",1,"Parus major","Great Tit","Pamajo",221.479705870152,67.9560965061188,4.19,21.2364778518677,51.458978767395,-357.633258945942,1869.88973726392,0.138300453245902,0.562734373956919,0.305334276258945
"BE10_T_7_Tumeru","be10",5,"Turdus merula","Common Blackbird","Tumeru",137.058213844895,54.7943499851227,9.2,15.6655426025391,50.0834880828857,-299.887989859581,1332.22513318062,0.183039829457703,0.587332813069224,0.439346406832337
"BE10_T_8_Cocorn","be10",3,"Corvus corone","Hooded Crow","Cocorn",157.655659405515,81.8292863988876,1.72,22.7179489135742,63.1189978790283,-101.156543019414,2594.54021372557,0.0265928542714028,0.492099999859929,0.466768123172224
"BE10_T_8_Copalu","be10",4,"Columba palumbus","Common Wood Pigeon","Copalu",144.460245594382,77.9923639678955,2.41,15.6655426025391,46.5736504745483,148.142290338278,2142.27827322751,0.0538013285413035,0.511690624207258,0.471396121457219
"BE10_T_8_Pacaer","be10",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",156.990029230714,61.0765454483032,8.62,20.2989635467529,50.1430781555176,1.50530247688293,1614.60211322188,0.148494197820837,0.569396874457598,0.422792711481452
"BE10_T_8_Pamajo","be10",1,"Parus major","Great Tit","Pamajo",218.165256237611,84.4319138908386,1.74,20.5917140960693,63.9899416732788,-589.283921632916,2680.65388413429,0.0143412286155217,0.486425000727177,0.435598823316395
"BE10_T_8_Tumeru","be10",2,"Turdus merula","Common Blackbird","Tumeru",217.780732348561,68.0343577003479,6.61,20.0984292984009,50.0159656524658,82.1419134366512,2015.8486844492,0.0966633078742598,0.534506248906255,0.591367176920176
"BE10_T_9_Cocorn","be10",2,"Corvus corone","Hooded Crow","Cocorn",221.479705870152,67.9560965061188,4.19,21.2364778518677,51.458978767395,-357.633258945942,1869.88973726392,0.138300453245902,0.562734373956919,0.305334276258945
"BE10_T_9_Copalu","be10",3,"Columba palumbus","Common Wood Pigeon","Copalu",144.460245594382,77.9923639678955,2.41,15.6655426025391,46.5736504745483,148.142290338278,2142.27827322751,0.0538013285413035,0.511690624207258,0.471396121457219
"BE10_T_9_Pacaer","be10",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",195.780904661864,83.0496008300781,0,20.1316398620605,64.1231198883057,12.5600424814224,2367.10354133606,0.0477160157356411,0.50548125050962,0.498186638429761
"BE10_T_9_Pamajo","be10",1,"Parus major","Great Tit","Pamajo",202.267180368304,56.5813012266159,8.38,19.0605766296387,50.0400730895996,-11.2876847463846,1400.44234841347,0.188781693772762,0.596507813483477,0.334442190676928
"BE10_T_9_Tumeru","be10",4,"Turdus merula","Common Blackbird","Tumeru",255.893417775631,59.5790124893188,8.15,17.6067804336548,46.4988954544067,35.1641020353604,1359.1349389863,0.161836695512611,0.58142812423408,0.414098277501762
"BE11_T_10_Cebrac","be11",1,"Certhia brachydactyla","Short-toed treecreeper","Cebrac",2.74735000729561,36.4326828888059,36.07,16.185884475708,68.819927444458,-473.344443922639,429.585552325249,0.278914632899687,0.652824998050928,0.450090308859944
"BE11_T_10_Chchlo","be11",3,"Chloris chloris","European greenfinch","Chchlo",0.0108538130298257,20.3848737606406,28.88,22.3016754150391,51.5959674453735,26.9229153075814,-838.054714274406,0.423546256646514,0.747509376108646,0.562641613744199
"BE11_T_10_Cocorn","be11",1,"Corvus corone","Hooded Crow","Cocorn",67.5718299802393,58.9625733757019,7.59,18.2785064697266,67.8348232650757,322.799082995057,984.146761923432,0.214587177598878,0.61471093736589,0.421856963708997
"BE11_T_10_Copalu","be11",1,"Columba palumbus","Common Wood Pigeon","Copalu",67.1199086904526,32.0325214219093,20.38,17.5354690551758,52.2043243026733,-303.907182011604,-75.5705445885658,0.360718321097956,0.698392187803984,0.431962014585733
"BE11_T_10_Pacaer","be11",5,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",46.7488184571266,32.9571766924858,15.23,17.5354690551758,48.9727406311035,-331.237666771412,-89.9597264420986,0.36720364664041,0.709945313632488,0.448038124926388
"BE11_T_10_Pamajo","be11",2,"Parus major","Great Tit","Pamajo",60.4065235555172,33.4326888391376,38.46,17.5354690551758,50.3232510375977,-534.834624437094,80.5063980650902,0.336950283937476,0.689801561683416,0.463318807296455
"BE11_T_10_Stvulg","be11",3,"Sturnus vulgaris","Common Starling","Stvulg",38.8187763057649,43.1579771137238,18.97,12.9652408599854,62.9503900909424,-695.023349732757,510.412912583351,0.313445135290094,0.66711249910295,0.483670619577169
"BE11_T_10_Syatri","be11",2,"Sylvia atricapilla","Eurasian Blackcap","Syatri",60.4065235555172,33.4326888391376,38.46,17.5354690551758,50.3232510375977,-534.834624437094,80.5063980650902,0.336950283937476,0.689801561683416,0.463318807296455
"BE11_T_10_Trtrog","be11",2,"Troglodytes troglodytes","Eurasian wren","Trtrog",81.1536858552136,23.1527049905062,43.13,12.9641313552856,62.9250804138184,-612.254024844766,-229.04156104207,0.380704601553298,0.7190578122437,0.489077313989401
"BE11_T_10_Tumeru","be11",1,"Turdus merula","Common Blackbird","Tumeru",17.8219619188458,24.779563293457,31.56,21.5202980041504,52.3859642410278,-332.85520185709,159.711959478855,0.333970483268786,0.683689062222838,0.497128687053919
"BE11_T_11_Cebrac","be11",2,"Certhia brachydactyla","Short-toed treecreeper","Cebrac",4.54927587648854,36.936591745764,38.13,16.7034805297852,66.4775485229492,-535.636143932343,945.051279271245,0.256205460570345,0.639442187324166,0.425550548732281
"BE11_T_11_Chchlo","be11",2,"Chloris chloris","European greenfinch","Chchlo",70.6955540776253,52.8585014533997,10.96,20.7273082733154,55.3475316238403,364.609819040298,1160.26373052359,0.20759933025809,0.605681248903275,0.420081117711961
"BE11_T_11_Cocorn","be11",2,"Corvus corone","Hooded Crow","Cocorn",28.3176001245156,17.3710494267941,36.04,22.3016754150391,54.1356796646118,-180.277348495722,-626.234964704812,0.414248078959063,0.741381250470877,0.610164615772665
"BE11_T_11_Copalu","be11",1,"Columba palumbus","Common Wood Pigeon","Copalu",80.1637530326843,30.225298024416,19.58,18.2785064697266,55.1354451751709,-182.516911899447,-214.479282608032,0.355307756711263,0.6986375002563,0.515921416208148
"BE11_T_11_Pacaer","be11",2,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",46.7488184571266,32.9571766924858,15.23,17.5354690551758,48.9727406311035,-331.237666771412,-89.9597264420986,0.36720364664041,0.709945313632488,0.448038124926388
"BE11_T_11_Pamajo","be11",2,"Parus major","Great Tit","Pamajo",46.7488184571266,32.9571766924858,15.23,17.5354690551758,48.9727406311035,-331.237666771412,-89.9597264420986,0.36720364664041,0.709945313632488,0.448038124926388
"BE11_T_11_Stvulg","be11",4,"Sturnus vulgaris","Common Starling","Stvulg",99.330356225837,43.2839462429285,17.95,12.9652408599854,62.7296478652954,102.627456035614,619.872141306996,0.279391270595952,0.650612500682473,0.440651917904615
"BE11_T_11_Syatri","be11",1,"Sylvia atricapilla","Eurasian Blackcap","Syatri",63.8616297394037,55.888915271759,5.47,16.0113182067871,47.205845451355,1537.84097972155,1099.22552128792,0.21328326974588,0.621203125044703,0.420082598589361
"BE11_T_11_Tumeru","be11",1,"Turdus merula","Common Blackbird","Tumeru",81.1214042883366,33.9200547790527,24.41,20.6924078369141,58.2511941146851,-59.2188121980429,103.738596880436,0.328836755186785,0.685504687130451,0.450798585191369
"BE11_T_12_Copalu","be11",1,"Columba palumbus","Common Wood Pigeon","Copalu",60.5317673478276,36.1353340911865,27.97,18.7738647460938,68.0092242050171,-785.958770202696,828.773025119305,0.283015002377797,0.657248438149691,0.492188037186861
"BE11_T_12_Pacaer","be11",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",67.1199086904526,32.0325214219093,20.38,17.5354690551758,52.2043243026733,-303.907182011604,-75.5705445885658,0.360718321097956,0.698392187803984,0.431962014585733
"BE11_T_12_Pamajo","be11",1,"Parus major","Great Tit","Pamajo",67.1199086904526,32.0325214219093,20.38,17.5354690551758,52.2043243026733,-303.907182011604,-75.5705445885658,0.360718321097956,0.698392187803984,0.431962014585733
"BE11_T_12_Stvulg","be11",2,"Sturnus vulgaris","Common Starling","Stvulg",81.1536858552136,23.1527049905062,43.13,12.9641313552856,62.9250804138184,-612.254024844766,-229.04156104207,0.380704601553298,0.7190578122437,0.489077313989401
"BE11_T_12_Syatri","be11",1,"Sylvia atricapilla","Eurasian Blackcap","Syatri",0.442941079614684,1.74095318198204,52.22,16.7034805297852,58.8691114807129,-2120.15828988731,694.85797929287,0.295395742689725,0.656620313599706,0.379402012862265
"BE11_T_12_Tumeru","be11",1,"Turdus merula","Common Blackbird","Tumeru",60.4458950962871,46.5907335567474,13.29,18.7738647460938,54.6945920562744,586.715792342424,764.326691760868,0.247727052067348,0.63404218710959,0.447244378067553
"BE11_T_13_Copalu","be11",2,"Columba palumbus","Common Wood Pigeon","Copalu",49.6374927870929,54.1418176460266,16.6,20.7273082733154,65.7135905456543,100.604008004665,997.041611583233,0.240129474669375,0.630000000298023,0.483711674436927
"BE11_T_13_Pacaer","be11",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",42.6868323460221,59.8050937080383,4.29,18.2785064697266,64.0108562850952,347.742163472772,954.066327166557,0.223268870158063,0.618506249263883,0.412017309516668
"BE11_T_13_Pamajo","be11",1,"Parus major","Great Tit","Pamajo",80.1637530326843,15.6478890192509,38.04,17.5354690551758,50.9759843063354,-725.72888347581,-642.30871491909,0.432612297870219,0.753618751168251,0.542857668362558
"BE11_T_13_Stvulg","be11",2,"Sturnus vulgaris","Common Starling","Stvulg",124.050199985504,31.0101280939579,37.13,12.9641313552856,53.1008197402954,-565.037912647426,-91.6912317490578,0.350115312082849,0.710239062011242,0.479323141388595
