"transect","visit","sp_name","sp_english","sp_code","unique_ter_id","pop_den","imperv","tcd","light","noise","veg_pca1","veg_pca2","ndvi","glcm","glcm_hmg"
"be2",1,"Garrulus glandarius","Eurasian Jay","Coglan","BE2_T_5_Coglan",0,0,90.25,2.82499861717224,41.7274532318115,-757.180294036865,-1959.44143676758,0.582432098686695,0.846093747764826,0.776500001549721
"be2",2,"Garrulus glandarius","Eurasian Jay","Coglan","BE2_T_5_Coglan",0,0,86.5,2.82499861717224,41.6672010421753,-2214.28205871582,-14.3064585924149,0.469939900562167,0.789960943162441,0.570250008255243
"be2",3,"Garrulus glandarius","Eurasian Jay","Coglan","BE2_T_5_Coglan",0,0,92.25,2.82499861717224,41.6556911468506,-454.295115113258,-2378.708984375,0.602842509746552,0.859921876341105,0.826499998569489
"be2",2,"Periparus ater","Coal Tit","Paater","BE2_T_1_Paater",0,0,90,2.03914880752563,45.7294244766235,-1624.76120758057,-837.63988494873,0.520997606217861,0.814335934817791,0.911249998956919
"be2",2,"Periparus ater","Coal Tit","Paater","BE2_T_2_Paater",0,0,90.25,2.03914880752563,44.4243288040161,-1712.43574523926,-398.478284597397,0.484512232244015,0.803164053708315,0.704250004142523
"be2",3,"Periparus ater","Coal Tit","Paater","BE2_T_3_Paater",0,0,87.5,2.80009174346924,44.6491565704346,-1889.65628814697,79.0901618003845,0.436134420335293,0.771015621721745,0.781000003218651
"be2",2,"Sturnus vulgaris","Common Starling","Stvulg","BE2_T_1_Stvulg",0,0,90,1.47476875782013,44.4412422180176,-1750.04222106934,-695.041263580322,0.514474172145128,0.814335934817791,0.796249993145466
"be2",3,"Sturnus vulgaris","Common Starling","Stvulg","BE2_T_2_Stvulg",0,0,81.75,3.67247891426086,42.9607458114624,-1957.39249420166,-604.348532438278,0.514249548316002,0.818007800728083,0.626749996095896
"be2",3,"Accipiter gentilis","Northern Goshawk","Acgent","BE2_T_1_Acgent",0,0,89.5,1.47476875782013,44.9967098236084,-1178.02187728882,-1269.59757232666,0.537274528294802,0.814921878278255,0.775999996811152
"be2",2,"Accipiter gentilis","Northern Goshawk","Acgent","BE2_T_1_Acgent",0,0,86,1.47476875782013,45.1655826568604,-738.608899593353,-2043.58284759521,0.583605051040649,0.840624995529652,0.832499999552965
"be2",4,"Accipiter gentilis","Northern Goshawk","Acgent","BE2_T_1_Acgent",0,0,91.5,4.22425365447998,46.1780166625977,-1702.20914459229,-136.802117407322,0.448467265814543,0.751562498509884,0.824999988079071
"be2",2,"Accipiter gentilis","Northern Goshawk","Acgent","BE2_T_2_Acgent",0,0,92.25,1.49326717853546,39.733829498291,-1962.90460205078,-438.725563049316,0.507481588050723,0.797929678112268,0.773749999701977
"be2",1,"Columba oenas","Stock Dove","Cooena","BE2_T_1_Cooena",0,0,88,1.47476875782013,43.3956069946289,-1382.96570205688,-1306.72187423706,0.556854227557778,0.816523432731628,0.694249998778105
"be2",2,"Columba oenas","Stock Dove","Cooena","BE2_T_2_Cooena",0,0,87.25,1.49326717853546,40.4100093841553,-2012.64082336426,-477.921703338623,0.513708179816604,0.805585939437151,0.878750000149012
"be2",2,"Columba oenas","Stock Dove","Cooena","BE2_T_2_Cooena",0,0,87.25,1.49326717853546,40.4100093841553,-2012.64082336426,-477.921703338623,0.513708179816604,0.805585939437151,0.878750000149012
"be2",1,"Columba oenas","Stock Dove","Cooena","BE2_T_2_Cooena",0,0,87,2.82499861717224,40.9853277206421,-2451.69654846191,581.250463485718,0.41527415625751,0.755507811903954,0.687750000506639
"be2",2,"Dryocopus martius","Black Woodpecker","Drmart","BE2_T_1_Drmart",0,0,93.25,1.47476875782013,44.9852695465088,-1994.97650909424,-466.927316389978,0.503785688430071,0.809218749403954,0.6385000012815
"be2",4,"Dryocopus martius","Black Woodpecker","Drmart","BE2_T_1_Drmart",0,0,90.25,1.47476875782013,44.9171180725098,-1094.46803665161,-1360.54328918457,0.537700038403273,0.820859376341105,0.878499995917082
"be2",1,"Dryocopus martius","Black Woodpecker","Drmart","BE2_T_1_Drmart",0,0,87.75,1.47476875782013,43.6184425354004,-1687.96762084961,-729.979076385498,0.512976413592696,0.801289059221745,0.888749998062849
"be2",3,"Dryocopus martius","Black Woodpecker","Drmart","BE2_T_2_Drmart",0,0,88.75,1.47476875782013,43.4724617004395,-1341.42227935791,-1215.36664772034,0.538101715967059,0.819804683327675,0.693750005215406
"be2",2,"Dryocopus martius","Black Woodpecker","Drmart","BE2_T_2_Drmart",0,0,86,1.47476875782013,43.6082448959351,-2107.19270324707,74.9197429418564,0.448306245729327,0.764179687947035,0.814749993383884
"be2",1,"Dryocopus martius","Black Woodpecker","Drmart","BE2_T_2_Drmart",0,0,89,1.90744614601135,43.1033792495728,-2309.73484039307,99.4378070831299,0.460755530744791,0.786718744784594,0.657500002533197
"be2",4,"Dryocopus martius","Black Woodpecker","Drmart","BE2_T_2_Drmart",0,0,87,1.49326717853546,42.2789554595947,-1362.82043457031,-1324.10197067261,0.548662632703781,0.833124998956919,0.824999988079071
"be2",3,"Phylloscopus collybita","Common Chiffchaff","Phcoll","BE2_T_1_Phcoll",0,0,92.5,1.47476875782013,44.5576572418213,-1149.60594177246,-1364.99059677124,0.548601217567921,0.827617190778255,0.82124999165535
"be2",3,"Strix aluco","Tawny Owl","Staluc","BE2_T_1_Staluc",0,0,98,1.47476875782013,44.2635469436646,-494.648408889771,-2329.13208007812,0.580877617001534,0.830781247466803,0.706499997526407
"be2",3,"Strix aluco","Tawny Owl","Staluc","BE2_T_2_Staluc",0,0,96,2.38133645057678,39.5537109375,-895.206347465515,-2118.29891204834,0.594957187771797,0.860976558178663,0.903749994933605
"be2",3,"Aegithalos caudatus","Long-tailed Tit","Aecaud","BE2_T_1_Aecaud",0,0,92.75,2.80009174346924,44.4195261001587,-1313.61828994751,-1225.39028549194,0.545985460281372,0.81249999627471,0.7719999961555
"be2",3,"Aegithalos caudatus","Long-tailed Tit","Aecaud","BE2_T_1_Aecaud",0,0,92.75,2.80009174346924,44.4195261001587,-1313.61828994751,-1225.39028549194,0.545985460281372,0.81249999627471,0.7719999961555
"be2",3,"Corvus corax","Northern Raven","Cocora","BE2_T_1_Cocora",0,0,85.5,1.47476875782013,43.1329040527344,-1539.23985290527,-1183.61694335938,0.549474034458399,0.827812504023314,0.862499989569187
"be2",1,"Corvus corax","Northern Raven","Cocora","BE2_T_1_Cocora",0,0,90.5,1.47476875782013,43.7553195953369,-695.304512739182,-2663.5431060791,0.613371510058641,0.866757810115814,0.78124999627471
"be2",2,"Corvus corax","Northern Raven","Cocora","BE2_T_1_Cocora",0,0,75.75,1.47476875782013,43.4167146682739,-2438.9351272583,245.997910857201,0.460135014727712,0.788945313543081,0.730750001966953
"be2",1,"Dendrocopos medius","Middle Spotted Woodpecker","Demedi","BE2_T_1_Demedi",0,0,91,2.03914880752563,45.4316902160645,-1450.64603424072,-879.088000059128,0.515898147597909,0.803554683923721,0.769249998033047
"be2",4,"Cuculus canorus","Common Cuckoo","Cucano","BE2_T_1_Cucano",0,0,91.75,2.03914880752563,45.5512409210205,-1082.40124130249,-1576.89596176147,0.557724270969629,0.842890627682209,0.697499997913837
"be2",4,"Picus viridis","European green woodpecker","Piviri","BE2_T_1_Piviri",0,0,89.5,3.24873876571655,41.5124073028564,-129.338326454163,-3083.37161254883,0.622725643217564,0.862187508493662,0.774000000208616
"be2",4,"Corvus corone","Hooded Crow","Cocorn","BE2_T_1_Cocorn",0,0,86.75,3.05403137207031,46.5592164993286,-1291.54220962524,-1196.36166095734,0.535700922831893,0.820976562798023,0.832749996334314
"be2",1,"Corvus corone","Hooded Crow","Cocorn","BE2_T_1_Cocorn",0,0,92.5,1.47476875782013,44.1308336257935,-1675.13694763184,-558.398590087891,0.499924449250102,0.79199218377471,0.822249982506037
"be2",4,"Corvus corone","Hooded Crow","Cocorn","BE2_T_2_Cocorn",0,0,92.75,2.38133645057678,39.1214046478271,-799.701625823975,-2175.3638381958,0.595002945512533,0.861289065331221,0.801249999552965
"be2",2,"Corvus corone","Hooded Crow","Cocorn","BE2_T_2_Cocorn",0,0,87.75,2.82499861717224,41.7826805114746,-1510.24694442749,-656.854439258575,0.494229881092906,0.788203123956919,0.668499995023012
"be2",2,"Corvus corone","Hooded Crow","Cocorn","BE2_T_2_Cocorn",0,0,85.5,2.82499861717224,41.9604682922363,-2019.89659881592,150.187912940979,0.434314653277397,0.759921874850988,0.741500001400709
"be2",1,"Corvus corone","Hooded Crow","Cocorn","BE2_T_2_Cocorn",0,0,87.25,3.67247891426086,41.5558843612671,-1254.99771118164,-1776.2112121582,0.582328949123621,0.847773440182209,0.805750004947186
"be2",2,"Corvus corone","Hooded Crow","Cocorn","BE2_T_2_Cocorn",0,0,92.5,1.90744614601135,42.4884185791016,-1280.77682113647,-1377.51053237915,0.546971559524536,0.82039063051343,0.833000004291534
"be2",3,"Muscicapa striata","Spotted flycatcher","Mustri","BE2_T_1_Mustri",0,0,93,1.49326717853546,40.0081071853638,-1802.90337371826,-563.25923037529,0.503850642591715,0.789218746125698,0.745000001043081
"be2",3,"Muscicapa striata","Spotted flycatcher","Mustri","BE2_T_1_Mustri",0,0,93,1.49326717853546,40.0081071853638,-1802.90337371826,-563.25923037529,0.503850642591715,0.789218746125698,0.745000001043081
"be2",4,"Muscicapa striata","Spotted flycatcher","Mustri","BE2_T_2_Mustri",0,0,91.25,4.22425365447998,45.1986770629883,-1345.31739807129,-1030.96178328991,0.529270904138684,0.822499997913837,0.744999997317791
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_1_Frcoel",0,0,92.5,2.03914880752563,45.9268579483032,-725.136693954468,-2321.14447784424,0.599320713430643,0.859960939735174,0.858749996870756
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_1_Frcoel",0,0,92.5,2.03914880752563,45.9268579483032,-725.136693954468,-2321.14447784424,0.599320713430643,0.859960939735174,0.858749996870756
"be2",2,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_2_Frcoel",0,0,95,2.03914880752563,46.0776033401489,-1258.42763137817,-1328.50170135498,0.546647567301989,0.8349609375,0.768749997019768
"be2",2,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_2_Frcoel",0,0,92.25,2.03914880752563,46.0467319488525,-1308.71519088745,-1527.82749176025,0.568566925823689,0.841953132301569,0.820000000298023
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_2_Frcoel",0,0,91.5,2.03914880752563,45.836446762085,-1210.67352294922,-1657.60524749756,0.572482820600271,0.837773431092501,0.82124999910593
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_2_Frcoel",0,0,89,2.03914880752563,45.9407501220703,-1772.90203094482,-564.034391403198,0.507506214082241,0.807812504470348,0.784499995410442
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_3_Frcoel",0,0,82.75,2.03914880752563,45.6721105575562,-1775.50933837891,-351.838457107544,0.473877660930157,0.783867195248604,0.841749995946884
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_3_Frcoel",0,0,88.5,2.03914880752563,45.653226852417,-1673.07436752319,-648.413963317871,0.510500237345695,0.816171880811453,0.790999997407198
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_4_Frcoel",0,0,88.5,2.03914880752563,45.3360614776611,-1607.19510650635,-682.67928147316,0.500474458560348,0.801601570099592,0.769749999046326
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_4_Frcoel",0,0,91.5,2.03914880752563,45.2372207641602,-1339.7151260376,-991.353246688843,0.517826445400715,0.808749999850988,0.776000000536442
"be2",2,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_4_Frcoel",0,0,89.25,2.03914880752563,45.4266672134399,-1607.41074371338,-697.135308265686,0.501970157027245,0.792304683476686,0.80774999782443
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_4_Frcoel",0,0,89.5,2.03914880752563,45.3198356628418,-1601.47747039795,-676.633932113647,0.510818848386407,0.805351559072733,0.733250003308058
"be2",2,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_5_Frcoel",0,0,91.25,2.03914880752563,45.627459526062,-1954.43584442139,-277.565734624863,0.488808512687683,0.802031245082617,0.807499993592501
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_5_Frcoel",0,0,95.25,2.03914880752563,44.4245157241821,-1405.48735046387,-1230.40137481689,0.55042451992631,0.827929697930813,0.769749995321035
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_5_Frcoel",0,0,90.5,2.03914880752563,44.5137624740601,-1760.8962020874,-682.675758361816,0.520739765837789,0.817656248807907,0.814999990165234
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_6_Frcoel",0,0,90.5,2.03914880752563,44.2705011367798,-2100.42781066895,-29.196182012558,0.460104640573263,0.780820313841105,0.83924999833107
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_6_Frcoel",0,0,89,2.03914880752563,44.3777685165405,-2010.73540496826,-80.0983176231384,0.4686010312289,0.784062501043081,0.8969999961555
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_7_Frcoel",0,0,91.75,2.03914880752563,43.9358673095703,-1927.02831268311,-182.448937296867,0.47863844037056,0.785117197781801,0.911249998956919
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_7_Frcoel",0,0,88.5,2.03914880752563,43.5222749710083,-1960.52111816406,-53.9614219665527,0.450008980929852,0.767265625298023,0.782499991357327
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_8_Frcoel",0,0,96,1.47476875782013,43.9563932418823,-557.483186721802,-2130.83539581299,0.57962304726243,0.833789061754942,0.786249998956919
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_8_Frcoel",0,0,89.5,1.47476875782013,43.6158571243286,-1953.00942230225,-212.139937400818,0.469440976157784,0.780742179602385,0.90124998986721
"be2",2,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_9_Frcoel",0,0,91,1.47476875782013,44.5338954925537,-1601.18561553955,-850.030536651611,0.52785287424922,0.813984367996454,0.815000005066395
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_9_Frcoel",0,0,91.25,1.47476875782013,44.3991994857788,-1922.938621521,-509.184552490711,0.506772201508284,0.80667969584465,0.768750000745058
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_9_Frcoel",0,0,89,1.47476875782013,44.1824035644531,-1829.4303894043,-308.064863443375,0.483989106491208,0.784218747168779,0.787499994039536
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_10_Frcoel",0,0,91.25,1.47476875782013,44.4488401412964,-976.366279602051,-1932.26409912109,0.584180198609829,0.849062502384186,0.791999999433756
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_10_Frcoel",0,0,87.25,1.47476875782013,45.0405721664429,-607.00253200531,-2119.76100921631,0.583905454725027,0.846914064139128,0.829249992966652
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_11_Frcoel",0,0,90.25,1.47476875782013,44.6425180435181,-1227.12462997437,-1359.71300888062,0.549104675650597,0.834453124552965,0.751500006765127
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_11_Frcoel",0,0,89,1.47476875782013,44.5172328948975,-1242.79320526123,-1293.54569244385,0.551900051534176,0.823398441076279,0.878749992698431
"be2",2,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_12_Frcoel",0,0,90.25,1.47476875782013,44.9171180725098,-1094.46803665161,-1360.54328918457,0.537700038403273,0.820859376341105,0.878499995917082
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_12_Frcoel",0,0,86.25,1.47476875782013,44.9619760513306,-2610.69039154053,237.968217849731,0.478799175471067,0.797109380364418,0.721499998122454
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_12_Frcoel",0,0,90,1.47476875782013,44.9500532150269,-814.967130184174,-2020.33470153809,0.578626520931721,0.835546880960464,0.779999997466803
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_13_Frcoel",0,0,91,1.47476875782013,44.7480278015137,-1204.01458740234,-1305.53860092163,0.549905192106962,0.830468751490116,0.764999993145466
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_13_Frcoel",0,0,93,1.47476875782013,44.794379234314,-1196.09682846069,-1300.23100280762,0.540029730647802,0.826679691672325,0.851250000298023
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_13_Frcoel",0,0,91,1.47476875782013,44.7480278015137,-1204.01458740234,-1305.53860092163,0.549905192106962,0.830468751490116,0.764999993145466
"be2",2,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_13_Frcoel",0,0,92.25,1.47476875782013,44.6167678833008,-1547.24058532715,-876.167114257812,0.528356436640024,0.816875003278255,0.839999996125698
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_14_Frcoel",0,0,94,1.47476875782013,45.2349643707275,-267.135110080242,-3070.89748382568,0.621501825749874,0.870742186903954,0.764249991625547
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_14_Frcoel",0,0,92,1.47476875782013,45.2272062301636,-964.229309082031,-2012.49559020996,0.579255376011133,0.854726564139128,0.829749993979931
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_15_Frcoel",0,0,95,1.47476875782013,44.6954231262207,-1239.72291183472,-1591.12792778015,0.570724509656429,0.834648434072733,0.750750001519918
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_15_Frcoel",0,0,90.5,1.47476875782013,44.7636632919312,-1477.91230773926,-1127.22136497498,0.540459049865603,0.828671872615814,0.762500002980232
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_16_Frcoel",0,0,94.75,1.47476875782013,44.6564712524414,-447.966721534729,-2235.07440185547,0.580106977373362,0.850234381854534,0.775999993085861
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_16_Frcoel",0,0,90.5,1.41270422935486,44.6524572372437,-911.221714019775,-2005.07814025879,0.577470686286688,0.849960938096046,0.74575000628829
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_16_Frcoel",0,0,84.5,1.41270422935486,44.256103515625,-1578.58193969727,-869.84268283844,0.52415101788938,0.812656249850988,0.796000003814697
"be2",2,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_17_Frcoel",0,0,86,1.35063970088959,44.0773763656616,-1722.50129699707,-594.766934394836,0.503528248518705,0.799531254917383,0.666499998420477
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_17_Frcoel",0,0,89.25,1.35063970088959,43.9483509063721,-1972.27350997925,-439.526030043053,0.494574200361967,0.795429680496454,0.640750005841255
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_17_Frcoel",0,0,89.75,1.35063970088959,44.0079326629639,-1113.0690870285,-1496.83615112305,0.555588901042938,0.829296875745058,0.799999997019768
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_18_Frcoel",0,0,92.75,1.35063970088959,43.7603340148926,-1372.64050292969,-1504.6445274353,0.56619706377387,0.845859374850988,0.804999999701977
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_18_Frcoel",0,0,92.75,1.35063970088959,43.7603340148926,-1372.64050292969,-1504.6445274353,0.56619706377387,0.845859374850988,0.804999999701977
"be2",2,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_18_Frcoel",0,0,92.75,1.35063970088959,43.6993856430054,-1058.06330680847,-1918.00931549072,0.574663326144218,0.842187505215406,0.721000008285046
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_18_Frcoel",0,0,93.5,1.35063970088959,43.551365852356,-1710.82781219482,-1359.24847638607,0.570874869823456,0.828828126192093,0.630999997258186
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_19_Frcoel",0,0,81.5,1.41270422935486,43.6187305450439,-2051.52885437012,-387.213192820549,0.502663426101208,0.79585937410593,0.712999999523163
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_19_Frcoel",0,0,84.75,1.47476875782013,43.2768106460571,-2052.6143951416,-285.637069225311,0.48669745028019,0.79484374448657,0.673000000417233
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_20_Frcoel",0,0,85.5,1.47476875782013,43.1329040527344,-1539.23985290527,-1183.61694335938,0.549474034458399,0.827812504023314,0.862499989569187
"be2",2,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_20_Frcoel",0,0,85.5,1.47476875782013,43.3321657180786,-1721.96900177002,-886.031188964844,0.540246278047562,0.821015615016222,0.879999998956919
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_20_Frcoel",0,0,84.5,1.47476875782013,43.4733419418335,-1986.64005279541,-546.093742370605,0.520332084968686,0.810664061456919,0.918749999254942
"be2",2,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_21_Frcoel",0,0,88.5,1.35063970088959,43.1743822097778,-1198.38625335693,-1421.8741607666,0.551333639770746,0.820468742400408,0.756999991834164
"be2",4,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_21_Frcoel",0,0,90,1.35063970088959,43.2248182296753,-1354.47158432007,-1196.42896270752,0.546631824225187,0.832734368741512,0.70100000873208
"be2",1,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_21_Frcoel",0,0,90,1.35063970088959,43.0900554656982,-1193.14793777466,-1839.33882904053,0.584268566220999,0.850781247019768,0.752500005066395
"be2",3,"Fringilla coelebs","Common Chaffinch","Frcoel","BE2_T_22_Frcoel",0,0,87.5,1.41270422935486,43.3288412094116,-1687.29335784912,-944.709781646729,0.528636641800404,0.820585936307907,0.78124999627471
